time_attendance_id,employee_id,attendance_date,clock_in,clock_in_ip_address,clock_in_out,clock_out,clock_out_ip_address,clock_in_latitude,clock_in_longitude,clock_out_latitude,clock_out_longitude,status
762,21,2018-10-16,2018-10-16 9:15:00,199:200:54:542,12,2018-10-16 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
763,22,2018-10-16,2018-10-16 9:15:00,199:200:54:542,8,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
764,23,2018-10-16,2018-10-16 9:21:00,199:200:54:542,14,2018-10-16 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
765,24,2018-10-16,2018-10-16 9:23:00,199:200:54:542,4,2018-10-16 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
766,25,2018-10-16,2018-10-16 9:22:00,199:200:54:542,8,2018-10-16 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
767,26,2018-10-16,2018-10-16 9:24:00,199:200:54:542,11,2018-10-16 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
768,27,2018-10-16,2018-10-16 9:24:00,199:200:54:542,4,2018-10-16 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
769,28,2018-10-16,2018-10-16 9:20:00,199:200:54:542,7,2018-10-16 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
770,29,2018-10-16,2018-10-16 9:17:00,199:200:54:542,10,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
771,30,2018-10-16,2018-10-16 9:20:00,199:200:54:542,4,2018-10-16 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
772,31,2018-10-16,2018-10-16 9:21:00,199:200:54:542,14,2018-10-16 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
773,32,2018-10-16,2018-10-16 9:21:00,199:200:54:542,11,2018-10-16 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
774,33,2018-10-16,2018-10-16 9:15:00,199:200:54:542,4,2018-10-16 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
775,34,2018-10-16,,,,,,,,,,Absent
776,35,2018-10-16,2018-10-16 9:16:00,199:200:54:542,4,2018-10-16 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
777,36,2018-10-16,2018-10-16 9:20:00,199:200:54:542,11,2018-10-16 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
778,37,2018-10-16,2018-10-16 9:16:00,199:200:54:542,9,2018-10-16 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
779,38,2018-10-16,2018-10-16 9:23:00,199:200:54:542,6,2018-10-16 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
780,39,2018-10-16,2018-10-16 9:24:00,199:200:54:542,8,2018-10-16 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
781,40,2018-10-16,2018-10-16 9:23:00,199:200:54:542,7,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
782,41,2018-10-16,2018-10-16 9:20:00,199:200:54:542,11,2018-10-16 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
783,42,2018-10-16,2018-10-16 9:20:00,199:200:54:542,6,2018-10-16 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
784,43,2018-10-16,2018-10-16 9:15:00,199:200:54:542,10,2018-10-16 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
785,44,2018-10-16,2018-10-16 9:23:00,199:200:54:542,10,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
786,45,2018-10-16,2018-10-16 9:18:00,199:200:54:542,8,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
787,46,2018-10-16,2018-10-16 9:21:00,199:200:54:542,9,2018-10-16 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
788,47,2018-10-16,2018-10-16 9:21:00,199:200:54:542,9,2018-10-16 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
789,48,2018-10-16,2018-10-16 9:23:00,199:200:54:542,6,2018-10-16 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
790,49,2018-10-16,2018-10-16 9:20:00,199:200:54:542,14,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
791,50,2018-10-16,2018-10-16 9:18:00,199:200:54:542,14,2018-10-16 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
792,51,2018-10-16,2018-10-16 9:17:00,199:200:54:542,13,2018-10-16 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
793,52,2018-10-16,2018-10-16 9:22:00,199:200:54:542,4,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
794,53,2018-10-16,2018-10-16 9:19:00,199:200:54:542,10,2018-10-16 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
795,54,2018-10-16,,,,,,,,,,Absent
796,55,2018-10-16,2018-10-16 9:24:00,199:200:54:542,10,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
797,56,2018-10-16,2018-10-16 9:17:00,199:200:54:542,8,2018-10-16 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
798,57,2018-10-16,2018-10-16 9:23:00,199:200:54:542,13,2018-10-16 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
799,1,2018-10-17,2018-10-17 9:20:00,199:200:54:542,5,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
800,2,2018-10-17,2018-10-17 9:19:00,199:200:54:542,5,2018-10-17 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
801,3,2018-10-17,2018-10-17 9:23:00,199:200:54:542,10,2018-10-17 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
802,4,2018-10-17,2018-10-17 9:15:00,199:200:54:542,4,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
803,5,2018-10-17,2018-10-17 9:16:00,199:200:54:542,7,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
804,6,2018-10-17,2018-10-17 9:16:00,199:200:54:542,12,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
805,7,2018-10-17,2018-10-17 9:21:00,199:200:54:542,13,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
806,8,2018-10-17,2018-10-17 9:15:00,199:200:54:542,10,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
807,9,2018-10-17,2018-10-17 9:24:00,199:200:54:542,8,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
808,10,2018-10-17,2018-10-17 9:17:00,199:200:54:542,11,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
809,11,2018-10-17,2018-10-17 9:21:00,199:200:54:542,13,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
810,12,2018-10-17,,,,,,,,,,Absent
811,13,2018-10-17,2018-10-17 9:21:00,199:200:54:542,12,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
812,14,2018-10-17,2018-10-17 9:20:00,199:200:54:542,7,2018-10-17 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
813,15,2018-10-17,2018-10-17 9:22:00,199:200:54:542,5,2018-10-17 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
814,16,2018-10-17,2018-10-17 9:16:00,199:200:54:542,9,2018-10-17 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
815,17,2018-10-17,2018-10-17 9:17:00,199:200:54:542,12,2018-10-17 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
816,18,2018-10-17,2018-10-17 9:18:00,199:200:54:542,5,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
817,19,2018-10-17,2018-10-17 9:20:00,199:200:54:542,14,2018-10-17 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
818,20,2018-10-17,2018-10-17 9:16:00,199:200:54:542,7,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
819,21,2018-10-17,2018-10-17 9:22:00,199:200:54:542,14,2018-10-17 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
820,22,2018-10-17,2018-10-17 9:22:00,199:200:54:542,8,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
821,23,2018-10-17,2018-10-17 9:23:00,199:200:54:542,10,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
822,24,2018-10-17,2018-10-17 9:23:00,199:200:54:542,5,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
823,25,2018-10-17,2018-10-17 9:21:00,199:200:54:542,12,2018-10-17 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
824,26,2018-10-17,2018-10-17 9:17:00,199:200:54:542,7,2018-10-17 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
825,27,2018-10-17,2018-10-17 9:21:00,199:200:54:542,9,2018-10-17 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
826,28,2018-10-17,2018-10-17 9:16:00,199:200:54:542,11,2018-10-17 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
827,29,2018-10-17,2018-10-17 9:15:00,199:200:54:542,6,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
828,30,2018-10-17,,,,,,,,,,Absent
829,31,2018-10-17,2018-10-17 9:18:00,199:200:54:542,5,2018-10-17 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
830,32,2018-10-17,2018-10-17 9:21:00,199:200:54:542,4,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
831,33,2018-10-17,2018-10-17 9:21:00,199:200:54:542,7,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
832,34,2018-10-17,2018-10-17 9:20:00,199:200:54:542,6,2018-10-17 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
833,35,2018-10-17,2018-10-17 9:17:00,199:200:54:542,5,2018-10-17 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
834,36,2018-10-17,2018-10-17 9:19:00,199:200:54:542,11,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
835,37,2018-10-17,2018-10-17 9:21:00,199:200:54:542,5,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
836,38,2018-10-17,2018-10-17 9:16:00,199:200:54:542,12,2018-10-17 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
837,39,2018-10-17,2018-10-17 9:22:00,199:200:54:542,4,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
838,40,2018-10-17,2018-10-17 9:17:00,199:200:54:542,7,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
839,41,2018-10-17,2018-10-17 9:23:00,199:200:54:542,8,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
840,42,2018-10-17,2018-10-17 9:19:00,199:200:54:542,12,2018-10-17 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
841,43,2018-10-17,2018-10-17 9:22:00,199:200:54:542,6,2018-10-17 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
842,44,2018-10-17,2018-10-17 9:24:00,199:200:54:542,7,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
843,45,2018-10-17,2018-10-17 9:15:00,199:200:54:542,7,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
844,46,2018-10-17,2018-10-17 9:21:00,199:200:54:542,8,2018-10-17 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
845,47,2018-10-17,2018-10-17 9:15:00,199:200:54:542,5,2018-10-17 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
846,48,2018-10-17,2018-10-17 9:23:00,199:200:54:542,14,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
847,49,2018-10-17,2018-10-17 9:18:00,199:200:54:542,12,2018-10-17 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
848,50,2018-10-17,2018-10-17 9:23:00,199:200:54:542,11,2018-10-17 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
849,51,2018-10-17,2018-10-17 9:17:00,199:200:54:542,4,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
850,52,2018-10-17,2018-10-17 9:21:00,199:200:54:542,5,2018-10-17 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
851,53,2018-10-17,2018-10-17 9:24:00,199:200:54:542,13,2018-10-17 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
852,54,2018-10-17,2018-10-17 9:17:00,199:200:54:542,13,2018-10-17 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
853,55,2018-10-17,2018-10-17 9:24:00,199:200:54:542,4,2018-10-17 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
854,56,2018-10-17,2018-10-17 9:16:00,199:200:54:542,7,2018-10-17 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
855,57,2018-10-17,2018-10-17 9:16:00,199:200:54:542,4,2018-10-17 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
856,1,2018-10-18,2018-10-18 9:17:00,199:200:54:542,14,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
857,2,2018-10-18,2018-10-18 9:22:00,199:200:54:542,4,2018-10-18 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
858,3,2018-10-18,2018-10-18 9:20:00,199:200:54:542,13,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
859,4,2018-10-18,2018-10-18 9:19:00,199:200:54:542,6,2018-10-18 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
860,5,2018-10-18,2018-10-18 9:24:00,199:200:54:542,13,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
861,6,2018-10-18,2018-10-18 9:18:00,199:200:54:542,10,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
862,7,2018-10-18,2018-10-18 9:24:00,199:200:54:542,7,2018-10-18 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
863,8,2018-10-18,2018-10-18 9:20:00,199:200:54:542,4,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
864,9,2018-10-18,2018-10-18 9:17:00,199:200:54:542,13,2018-10-18 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
865,10,2018-10-18,2018-10-18 9:22:00,199:200:54:542,14,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
866,11,2018-10-18,2018-10-18 9:21:00,199:200:54:542,14,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
867,12,2018-10-18,2018-10-18 9:22:00,199:200:54:542,4,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
868,13,2018-10-18,2018-10-18 9:17:00,199:200:54:542,10,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
869,14,2018-10-18,2018-10-18 9:24:00,199:200:54:542,5,2018-10-18 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
870,15,2018-10-18,2018-10-18 9:19:00,199:200:54:542,11,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
871,16,2018-10-18,2018-10-18 9:21:00,199:200:54:542,11,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
872,17,2018-10-18,2018-10-18 9:19:00,199:200:54:542,14,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
873,18,2018-10-18,2018-10-18 9:19:00,199:200:54:542,14,2018-10-18 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
874,19,2018-10-18,2018-10-18 9:19:00,199:200:54:542,6,2018-10-18 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
875,20,2018-10-18,2018-10-18 9:22:00,199:200:54:542,14,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
876,21,2018-10-18,2018-10-18 9:22:00,199:200:54:542,8,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
877,22,2018-10-18,2018-10-18 9:16:00,199:200:54:542,5,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
878,23,2018-10-18,2018-10-18 9:16:00,199:200:54:542,6,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
879,24,2018-10-18,2018-10-18 9:20:00,199:200:54:542,14,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
880,25,2018-10-18,2018-10-18 9:16:00,199:200:54:542,9,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
881,26,2018-10-18,2018-10-18 9:16:00,199:200:54:542,8,2018-10-18 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
882,27,2018-10-18,2018-10-18 9:19:00,199:200:54:542,9,2018-10-18 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
883,28,2018-10-18,2018-10-18 9:19:00,199:200:54:542,13,2018-10-18 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
884,29,2018-10-18,2018-10-18 9:17:00,199:200:54:542,10,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
885,30,2018-10-18,2018-10-18 9:23:00,199:200:54:542,4,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
886,31,2018-10-18,2018-10-18 9:23:00,199:200:54:542,13,2018-10-18 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
887,32,2018-10-18,,,,,,,,,,Absent
888,33,2018-10-18,2018-10-18 9:24:00,199:200:54:542,10,2018-10-18 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
889,34,2018-10-18,2018-10-18 9:22:00,199:200:54:542,8,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
890,35,2018-10-18,2018-10-18 9:20:00,199:200:54:542,9,2018-10-18 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
891,36,2018-10-18,2018-10-18 9:20:00,199:200:54:542,11,2018-10-18 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
892,37,2018-10-18,2018-10-18 9:23:00,199:200:54:542,8,2018-10-18 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
893,38,2018-10-18,2018-10-18 9:22:00,199:200:54:542,13,2018-10-18 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
894,39,2018-10-18,2018-10-18 9:24:00,199:200:54:542,4,2018-10-18 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
895,40,2018-10-18,,,,,,,,,,Absent
896,41,2018-10-18,2018-10-18 9:23:00,199:200:54:542,9,2018-10-18 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
897,42,2018-10-18,2018-10-18 9:21:00,199:200:54:542,14,2018-10-18 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
898,43,2018-10-18,2018-10-18 9:24:00,199:200:54:542,11,2018-10-18 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
899,44,2018-10-18,2018-10-18 9:22:00,199:200:54:542,12,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
900,45,2018-10-18,2018-10-18 9:20:00,199:200:54:542,4,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
901,46,2018-10-18,2018-10-18 9:17:00,199:200:54:542,6,2018-10-18 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
902,47,2018-10-18,2018-10-18 9:24:00,199:200:54:542,7,2018-10-18 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
903,48,2018-10-18,2018-10-18 9:20:00,199:200:54:542,11,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
904,49,2018-10-18,2018-10-18 9:19:00,199:200:54:542,6,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
905,50,2018-10-18,2018-10-18 9:20:00,199:200:54:542,7,2018-10-18 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
906,51,2018-10-18,2018-10-18 9:15:00,199:200:54:542,11,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
907,52,2018-10-18,2018-10-18 9:19:00,199:200:54:542,4,2018-10-18 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
908,53,2018-10-18,2018-10-18 9:15:00,199:200:54:542,4,2018-10-18 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
909,54,2018-10-18,2018-10-18 9:18:00,199:200:54:542,10,2018-10-18 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
910,55,2018-10-18,2018-10-18 9:15:00,199:200:54:542,10,2018-10-18 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
911,56,2018-10-18,2018-10-18 9:21:00,199:200:54:542,10,2018-10-18 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
912,57,2018-10-18,2018-10-18 9:19:00,199:200:54:542,13,2018-10-18 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
913,1,2018-10-19,2018-10-19 9:17:00,199:200:54:542,11,2018-10-19 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
914,2,2018-10-19,2018-10-19 9:15:00,199:200:54:542,12,2018-10-19 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
915,3,2018-10-19,2018-10-19 9:22:00,199:200:54:542,5,2018-10-19 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
916,4,2018-10-19,2018-10-19 9:19:00,199:200:54:542,12,2018-10-19 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
917,5,2018-10-19,2018-10-19 9:20:00,199:200:54:542,4,2018-10-19 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
918,6,2018-10-19,2018-10-19 9:15:00,199:200:54:542,9,2018-10-19 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
919,7,2018-10-19,2018-10-19 9:20:00,199:200:54:542,6,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
920,8,2018-10-19,2018-10-19 9:17:00,199:200:54:542,9,2018-10-19 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
921,9,2018-10-19,2018-10-19 9:23:00,199:200:54:542,12,2018-10-19 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
922,10,2018-10-19,,,,,,,,,,Absent
923,11,2018-10-19,2018-10-19 9:19:00,199:200:54:542,13,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
924,12,2018-10-19,2018-10-19 9:16:00,199:200:54:542,11,2018-10-19 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
925,13,2018-10-19,2018-10-19 9:23:00,199:200:54:542,13,2018-10-19 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
926,14,2018-10-19,2018-10-19 9:22:00,199:200:54:542,5,2018-10-19 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
927,15,2018-10-19,2018-10-19 9:21:00,199:200:54:542,4,2018-10-19 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
928,16,2018-10-19,2018-10-19 9:22:00,199:200:54:542,12,2018-10-19 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
929,17,2018-10-19,2018-10-19 9:20:00,199:200:54:542,9,2018-10-19 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
930,18,2018-10-19,2018-10-19 9:19:00,199:200:54:542,8,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
931,19,2018-10-19,2018-10-19 9:15:00,199:200:54:542,13,2018-10-19 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
932,20,2018-10-19,2018-10-19 9:19:00,199:200:54:542,11,2018-10-19 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
933,21,2018-10-19,2018-10-19 9:15:00,199:200:54:542,5,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
934,22,2018-10-19,2018-10-19 9:22:00,199:200:54:542,8,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
935,23,2018-10-19,2018-10-19 9:22:00,199:200:54:542,9,2018-10-19 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
936,24,2018-10-19,2018-10-19 9:22:00,199:200:54:542,4,2018-10-19 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
937,25,2018-10-19,2018-10-19 9:24:00,199:200:54:542,5,2018-10-19 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
938,26,2018-10-19,2018-10-19 9:20:00,199:200:54:542,14,2018-10-19 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
939,27,2018-10-19,2018-10-19 9:21:00,199:200:54:542,6,2018-10-19 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
940,28,2018-10-19,2018-10-19 9:21:00,199:200:54:542,9,2018-10-19 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
941,29,2018-10-19,2018-10-19 9:22:00,199:200:54:542,8,2018-10-19 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
942,30,2018-10-19,2018-10-19 9:24:00,199:200:54:542,14,2018-10-19 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
943,31,2018-10-19,2018-10-19 9:18:00,199:200:54:542,4,2018-10-19 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
944,32,2018-10-19,2018-10-19 9:24:00,199:200:54:542,14,2018-10-19 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
